Journey_Mood_Like_Scores_UserId,Journey_Mood_Like_Scores_JourneyId,Journey_Mood_Like_Scores_Origin,Journey_Mood_Like_Scores_SmileyIndicator
MeganB@M365x693009.OnMicrosoft.com,a06a2d41-e338-4fed-b1d9-c2fc44ae2aec,journey,Negative
MeganB@M365x693009.OnMicrosoft.com,686971a7-b612-417f-bb18-c73e377eeda5,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,34ba88d1-b537-4513-a5f4-cffdc2be3dff,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
jorge.hortelano@M365x693009.onmicrosoft.com,16171656-cc1b-4eec-aaa6-de97722e1f8b,journey,Neutral
jorge.hortelano@M365x693009.onmicrosoft.com,16171656-cc1b-4eec-aaa6-de97722e1f8b,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,6a1d5758-214a-4e59-8c21-5a3057e3a878,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,1ade2ab6-bbd1-41c0-9205-9879fbbe5006,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
jorge.hortelano@M365x693009.onmicrosoft.com,16171656-cc1b-4eec-aaa6-de97722e1f8b,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,1ade2ab6-bbd1-41c0-9205-9879fbbe5006,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
LeeG@M365x693009.OnMicrosoft.com,1e1f4b77-05eb-4fb6-9973-66a535603ac3,journey,Neutral
LeeG@M365x693009.OnMicrosoft.com,1e1f4b77-05eb-4fb6-9973-66a535603ac3,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3875a5e0-8e0c-4df1-a275-4fc050b9777f,journey,Neutral
krystal.benlloch@M365x693009.onmicrosoft.com,1ec7c852-a808-495f-8988-426bdae6624a,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3875a5e0-8e0c-4df1-a275-4fc050b9777f,journey,Neutral
AdeleV@M365x693009.OnMicrosoft.com,3f151617-cbbe-4211-b6ea-51f9a201d7f6,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,0519128f-ed1c-445e-9206-c8c02c9032b2,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,fb5cba82-7156-4251-b1c3-86b1f845a939,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,fb5cba82-7156-4251-b1c3-86b1f845a939,journey,Negative
MeganB@M365x693009.OnMicrosoft.com,3b8470a7-dad2-4fa0-bf3f-be5e1c16f03d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,abf0d890-dd4a-483a-9478-278f4a73181a,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8e0e1813-adf4-4eb3-bfb7-b6e49ba4465b,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b3a569e7-64db-424b-b678-5ae255728d84,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,686971a7-b612-417f-bb18-c73e377eeda5,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,6a1d5758-214a-4e59-8c21-5a3057e3a878,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,6a1d5758-214a-4e59-8c21-5a3057e3a878,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
vishal.s@M365x693009.onmicrosoft.com,77b56815-c061-45fe-895b-739b6553227c,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,34ba88d1-b537-4513-a5f4-cffdc2be3dff,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Positive
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,1ade2ab6-bbd1-41c0-9205-9879fbbe5006,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,1ade2ab6-bbd1-41c0-9205-9879fbbe5006,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,6a1d5758-214a-4e59-8c21-5a3057e3a878,journey,Neutral
brian.scharrenberg@M365x693009.onmicrosoft.com,dd3e6b98-89a5-4c7b-a8a0-4c403c946e27,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3875a5e0-8e0c-4df1-a275-4fc050b9777f,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b3a569e7-64db-424b-b678-5ae255728d84,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b92e3865-681a-4c20-b682-bb0dc3d87480,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b92e3865-681a-4c20-b682-bb0dc3d87480,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3b8470a7-dad2-4fa0-bf3f-be5e1c16f03d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3b8470a7-dad2-4fa0-bf3f-be5e1c16f03d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,ec6510c1-95f8-4a36-a27c-287a9cdcbdb1,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,58a69716-fbe4-4e03-9b23-3f08e68aeb10,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,6a1d5758-214a-4e59-8c21-5a3057e3a878,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,34ba88d1-b537-4513-a5f4-cffdc2be3dff,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
jorge.hortelano@M365x693009.onmicrosoft.com,16171656-cc1b-4eec-aaa6-de97722e1f8b,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,1ade2ab6-bbd1-41c0-9205-9879fbbe5006,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,1ade2ab6-bbd1-41c0-9205-9879fbbe5006,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,1ade2ab6-bbd1-41c0-9205-9879fbbe5006,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
krystal.benlloch@M365x693009.onmicrosoft.com,18bc5c92-80fd-408b-a997-7144bdb4fdee,journey,Neutral
LeeG@M365x693009.OnMicrosoft.com,1e1f4b77-05eb-4fb6-9973-66a535603ac3,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,d47d5894-c5ee-4e67-a37e-37eb7637beba,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3875a5e0-8e0c-4df1-a275-4fc050b9777f,journey,Neutral
